,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
I'm Not The Only One___Sam Smith,0.677,0.485,5,-5.795,1,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,audio_features,7795WJLVKJoAyVoOtCWqXN,spotify:track:7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN,https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN,239317,4,In The Lonely Hour,08jWgM4vSkTose4blKBWov
Cloudy Day___Tones And I,0.705,0.776,4,-6.096,1,0.0445,0.0643,2.81e-06,0.0246,0.366,116.011,audio_features,0mA7zotmg2ZFMRALljdZsS,spotify:track:0mA7zotmg2ZFMRALljdZsS,https://api.spotify.com/v1/tracks/0mA7zotmg2ZFMRALljdZsS,https://api.spotify.com/v1/audio-analysis/0mA7zotmg2ZFMRALljdZsS,185304,4,Cloudy Day,3IbmFFjHMuAkhfk1zFDSow
Karma___Summer Walker,0.593,0.294,1,-10.072,0,0.0499,0.345,2.03e-05,0.287,0.152,113.847,audio_features,2Fyjjpg03fn7n5cj0Qm380,spotify:track:2Fyjjpg03fn7n5cj0Qm380,https://api.spotify.com/v1/tracks/2Fyjjpg03fn7n5cj0Qm380,https://api.spotify.com/v1/audio-analysis/2Fyjjpg03fn7n5cj0Qm380,188907,4,Last Day Of Summer,4hTM8jZ8DCCqglmZUDMSPz
Tennessee Orange___Megan Moroney,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,audio_features,3fl4zil6HJ0N1FL3YIRwdC,spotify:track:3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/tracks/3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/audio-analysis/3fl4zil6HJ0N1FL3YIRwdC,223120,3,Tennessee Orange,1cdfMISICAlFDByLA2PYe3
Love Yourself___Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr
Bella Ciao___First Launch,0.545,0.661,9,-4.965,0,0.0467,0.222,0.000206,0.193,0.607,140.229,audio_features,63QegivCKV031cwWnUWxIJ,spotify:track:63QegivCKV031cwWnUWxIJ,https://api.spotify.com/v1/tracks/63QegivCKV031cwWnUWxIJ,https://api.spotify.com/v1/audio-analysis/63QegivCKV031cwWnUWxIJ,202286,4,Bella Ciao,4pRssKi6VRL1ve2iU8I3lt
Reputation___Post Malone,0.314,0.439,2,-5.726,1,0.0311,0.671,0,0.181,0.364,180.119,audio_features,67dU06KGaJHLLlo5Y5bkD2,spotify:track:67dU06KGaJHLLlo5Y5bkD2,https://api.spotify.com/v1/tracks/67dU06KGaJHLLlo5Y5bkD2,https://api.spotify.com/v1/audio-analysis/67dU06KGaJHLLlo5Y5bkD2,248178,4,Twelve Carat Toothache,3HHNR44YbP7XogMVwzbodx
I Like You (A Happier Song) (with Doja Cat)___Post Malone,0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964,audio_features,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841,4,Twelve Carat Toothache,3HHNR44YbP7XogMVwzbodx
Ik Lamha___Azaan Sami Khan,0.581,0.557,5,-7.557,0,0.0466,0.671,0,0.107,0.333,140.047,audio_features,70MVLulHguwdhGo7100hsU,spotify:track:70MVLulHguwdhGo7100hsU,https://api.spotify.com/v1/tracks/70MVLulHguwdhGo7100hsU,https://api.spotify.com/v1/audio-analysis/70MVLulHguwdhGo7100hsU,258857,4,Ik Lamha,6bmCb8UcDltIrFV0mCFaWR
The Way Life Goes (feat. Oh Wonder)___Lil Uzi Vert,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,audio_features,2eAZfqOm4EnOF9VvN50Tyc,spotify:track:2eAZfqOm4EnOF9VvN50Tyc,https://api.spotify.com/v1/tracks/2eAZfqOm4EnOF9VvN50Tyc,https://api.spotify.com/v1/audio-analysis/2eAZfqOm4EnOF9VvN50Tyc,221747,4,Luv Is Rage 2,733e1ZfktLSwj96X5rsMeE
What Makes You Beautiful___One Direction,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,audio_features,4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/tracks/4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/audio-analysis/4cluDES4hQEUhmXj6TXkSo,199987,4,Up All Night,6cunQQ7YZisYOoiFu2ywIq
Sugar Daddy___Qveen Herby,0.953,0.453,10,-7.197,1,0.07,0.0605,0.000159,0.625,0.0368,126.009,audio_features,2ViSWfhT0kvEulXA1HH7Wk,spotify:track:2ViSWfhT0kvEulXA1HH7Wk,https://api.spotify.com/v1/tracks/2ViSWfhT0kvEulXA1HH7Wk,https://api.spotify.com/v1/audio-analysis/2ViSWfhT0kvEulXA1HH7Wk,203810,4,EP 8,5JDYyeV93HlRyB5EKqt3We
rosier___brakence,0.521,0.254,2,-13.554,1,0.407,0.654,0,0.427,0.55,115.65,audio_features,5fr1gqzvwrPrGS76ltBsFK,spotify:track:5fr1gqzvwrPrGS76ltBsFK,https://api.spotify.com/v1/tracks/5fr1gqzvwrPrGS76ltBsFK,https://api.spotify.com/v1/audio-analysis/5fr1gqzvwrPrGS76ltBsFK,222493,4,punk2,0BAmcZfsraNVyG6rj782Og
Baarishon Mein___Darshan Raval,0.352,0.34,0,-10.002,1,0.0357,0.898,3.3e-06,0.0936,0.314,179.865,audio_features,7doebiokA0utWXWcw7rD82,spotify:track:7doebiokA0utWXWcw7rD82,https://api.spotify.com/v1/tracks/7doebiokA0utWXWcw7rD82,https://api.spotify.com/v1/audio-analysis/7doebiokA0utWXWcw7rD82,224667,4,Baarishon Mein,0HsLFcmpM2dtnQ30RuiCjT
No Idea___Don Toliver,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,audio_features,7AzlLxHn24DxjgQX73F9fU,spotify:track:7AzlLxHn24DxjgQX73F9fU,https://api.spotify.com/v1/tracks/7AzlLxHn24DxjgQX73F9fU,https://api.spotify.com/v1/audio-analysis/7AzlLxHn24DxjgQX73F9fU,154424,4,Heaven Or Hell,7z4GhRfLqfSkqrj5F3Yt2B
Little Bit More___Suriel Hess,0.565,0.333,7,-11.613,1,0.107,0.68,0.00109,0.111,0.301,85.786,audio_features,6rG1DdPCTzGibgHliYJ4ws,spotify:track:6rG1DdPCTzGibgHliYJ4ws,https://api.spotify.com/v1/tracks/6rG1DdPCTzGibgHliYJ4ws,https://api.spotify.com/v1/audio-analysis/6rG1DdPCTzGibgHliYJ4ws,180678,4,Little Bit More,0Fb8tXgVncpgZgUeuOiDlF
love nwantiti (feat. Dj Yo! & AX'EL) - Remix___CKay,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,audio_features,4gvrJnKCKIPiacNsWVQwEU,spotify:track:4gvrJnKCKIPiacNsWVQwEU,https://api.spotify.com/v1/tracks/4gvrJnKCKIPiacNsWVQwEU,https://api.spotify.com/v1/audio-analysis/4gvrJnKCKIPiacNsWVQwEU,188369,3,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],5NzoKSfocwLOb6o0lXfTM9
Could I Love You Any More (feat. Jason Mraz)___Reneé Dominique,0.288,0.371,11,-8.001,1,0.0386,0.666,0,0.129,0.197,52.572,audio_features,6TbDpqKCksZNJjriFhPum8,spotify:track:6TbDpqKCksZNJjriFhPum8,https://api.spotify.com/v1/tracks/6TbDpqKCksZNJjriFhPum8,https://api.spotify.com/v1/audio-analysis/6TbDpqKCksZNJjriFhPum8,189500,4,Could I Love You Any More (feat. Jason Mraz),1LYpuMBu82KpTYr6fALY3G
Rise___Calum Scott,0.687,0.785,1,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,audio_features,5ZSl6gDoV6bPPxzmLeneV9,spotify:track:5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/tracks/5ZSl6gDoV6bPPxzmLeneV9,https://api.spotify.com/v1/audio-analysis/5ZSl6gDoV6bPPxzmLeneV9,194408,4,Blue,2xZSrcBmvMw9Y8hac6xU7L
"Suru Jhale Parv Nave (From ""Hari Om"")___Rohit Raut",0.704,0.461,9,-11.237,1,0.0358,0.324,0.000169,0.164,0.311,95.004,audio_features,4TheqCbsS2UuRxEeqzfaDC,spotify:track:4TheqCbsS2UuRxEeqzfaDC,https://api.spotify.com/v1/tracks/4TheqCbsS2UuRxEeqzfaDC,https://api.spotify.com/v1/audio-analysis/4TheqCbsS2UuRxEeqzfaDC,229895,4,"Suru Jhale Parv Nave (From ""Hari Om"")",0Rike4hr3RpjbOiuEP0w76
Strong___One Direction,0.741,0.663,0,-7.308,1,0.0434,0.0608,0,0.0931,0.338,115.013,audio_features,3cKM7UXBZmgjEgEBTkaIlU,spotify:track:3cKM7UXBZmgjEgEBTkaIlU,https://api.spotify.com/v1/tracks/3cKM7UXBZmgjEgEBTkaIlU,https://api.spotify.com/v1/audio-analysis/3cKM7UXBZmgjEgEBTkaIlU,184373,4,Midnight Memories (Deluxe),7p1fX8aUySrBdx4WSYspOu
WFM___RealestK,0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,audio_features,1DNA2z7Txysjk3cNz2nDLm,spotify:track:1DNA2z7Txysjk3cNz2nDLm,https://api.spotify.com/v1/tracks/1DNA2z7Txysjk3cNz2nDLm,https://api.spotify.com/v1/audio-analysis/1DNA2z7Txysjk3cNz2nDLm,136000,4,WFM,0bhFNhb3j8MRYLFXvnIXGp
Liability___Lorde,0.587,0.229,10,-11.254,0,0.128,0.92,0,0.1,0.379,75.67,audio_features,6Kkt27YmFyIFrcX3QXFi2o,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,https://api.spotify.com/v1/tracks/6Kkt27YmFyIFrcX3QXFi2o,https://api.spotify.com/v1/audio-analysis/6Kkt27YmFyIFrcX3QXFi2o,171728,4,Melodrama,2B87zXm9bOWvAJdkJBTpzF
Bahara___Vishal-Shekhar,0.595,0.739,5,-6.733,1,0.0359,0.0716,6.98e-06,0.134,0.722,87.834,audio_features,1gwO79MdYdumgIjxq8eCxB,spotify:track:1gwO79MdYdumgIjxq8eCxB,https://api.spotify.com/v1/tracks/1gwO79MdYdumgIjxq8eCxB,https://api.spotify.com/v1/audio-analysis/1gwO79MdYdumgIjxq8eCxB,325707,4,I Hate Luv Storys (Original Motion Picture Soundtrack),4SPHfSWibeoFCSdR4vd5QL
"Mere Sohneya (From ""Kabir Singh"")___Sachet Tandon",0.376,0.643,9,-5.713,1,0.0411,0.558,0,0.217,0.646,136.224,audio_features,2IoZMG3RqiTmsy7Li3zGFg,spotify:track:2IoZMG3RqiTmsy7Li3zGFg,https://api.spotify.com/v1/tracks/2IoZMG3RqiTmsy7Li3zGFg,https://api.spotify.com/v1/audio-analysis/2IoZMG3RqiTmsy7Li3zGFg,193356,5,"Mere Sohneya (From ""Kabir Singh"")",4Vyb6DpCBuDYJFgnByGq3A
Body Gold___Oh Wonder,0.717,0.49,11,-7.584,0,0.091,0.583,2.54e-06,0.323,0.169,135.02,audio_features,0IIdoxwlGBHhNZQkbYF3yD,spotify:track:0IIdoxwlGBHhNZQkbYF3yD,https://api.spotify.com/v1/tracks/0IIdoxwlGBHhNZQkbYF3yD,https://api.spotify.com/v1/audio-analysis/0IIdoxwlGBHhNZQkbYF3yD,184525,4,Oh Wonder,37ABUtLPqktcopsBJ7jmXT
lovely - Spotify Singles___Sara James,0.404,0.219,4,-10.692,0,0.0295,0.847,0,0.0938,0.0851,106.797,audio_features,7FHDb1W6EtQq7WnoX73Rpy,spotify:track:7FHDb1W6EtQq7WnoX73Rpy,https://api.spotify.com/v1/tracks/7FHDb1W6EtQq7WnoX73Rpy,https://api.spotify.com/v1/audio-analysis/7FHDb1W6EtQq7WnoX73Rpy,198629,1,Spotify Singles,4sajM6GOU3Z1lbsO99C7WD
Tra Tra___Nfasis,0.764,0.795,0,-6.912,1,0.0634,0.0126,0.00441,0.269,0.494,96.044,audio_features,4xlzCynu7DaoFe52dNzAV6,spotify:track:4xlzCynu7DaoFe52dNzAV6,https://api.spotify.com/v1/tracks/4xlzCynu7DaoFe52dNzAV6,https://api.spotify.com/v1/audio-analysis/4xlzCynu7DaoFe52dNzAV6,76882,4,Reggaeton Latino Y Más,5CYsAeq9qjHS4HXS90K3kV
Golden Hour___Kacey Musgraves,0.46,0.553,6,-6.417,0,0.0331,0.0997,0,0.11,0.381,178.062,audio_features,2LGmThUDQQzrr6qmfP9AJv,spotify:track:2LGmThUDQQzrr6qmfP9AJv,https://api.spotify.com/v1/tracks/2LGmThUDQQzrr6qmfP9AJv,https://api.spotify.com/v1/audio-analysis/2LGmThUDQQzrr6qmfP9AJv,198453,4,Valentine's Day 2023,6Y0GYdkFFjrUtDSyG8rRLc
La Vida___Snow Tha Product,0.754,0.869,1,-5.106,0,0.124,0.219,0,0.105,0.278,94.972,audio_features,7rIMBY4ANvxLDJS1m1TzmH,spotify:track:7rIMBY4ANvxLDJS1m1TzmH,https://api.spotify.com/v1/tracks/7rIMBY4ANvxLDJS1m1TzmH,https://api.spotify.com/v1/audio-analysis/7rIMBY4ANvxLDJS1m1TzmH,157813,4,Black Panther: Wakanda Forever - Music From and Inspired By,06RK0wX4GqHcxBtHlVoGH5
Supalonely___BENEE,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,audio_features,4nK5YrxbMGZstTLbvj6Gxw,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,https://api.spotify.com/v1/tracks/4nK5YrxbMGZstTLbvj6Gxw,https://api.spotify.com/v1/audio-analysis/4nK5YrxbMGZstTLbvj6Gxw,223480,4,STELLA & STEVE,3ZJSoxsPMkNC9eb6gUn0Q8
NUMB___Hayden James,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,audio_features,10xV5l9nhLvFpR8mqzs0bL,spotify:track:10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/tracks/10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/audio-analysis/10xV5l9nhLvFpR8mqzs0bL,155589,4,Numb,3SBeYxkc3Ce7lanK0f3epk
Vigilante Shit___Taylor Swift,0.798,0.277,4,-11.096,0,0.39,0.173,5.25e-05,0.121,0.163,79.846,audio_features,1xwAWUI6Dj0WGC3KiUPN0O,spotify:track:1xwAWUI6Dj0WGC3KiUPN0O,https://api.spotify.com/v1/tracks/1xwAWUI6Dj0WGC3KiUPN0O,https://api.spotify.com/v1/audio-analysis/1xwAWUI6Dj0WGC3KiUPN0O,164801,4,Midnights,151w1FgRZfnKZA9FEcg9Z3
Gone___Blake Rose,0.317,0.545,11,-6.439,0,0.0468,0.039,0,0.116,0.14,139.014,audio_features,2dPT9UxyHm71quNyj3C4YE,spotify:track:2dPT9UxyHm71quNyj3C4YE,https://api.spotify.com/v1/tracks/2dPT9UxyHm71quNyj3C4YE,https://api.spotify.com/v1/audio-analysis/2dPT9UxyHm71quNyj3C4YE,205462,5,Gone,6ZHedelUpByxH6pYV3tCok
see you later (ten years)___Jenna Raine,0.576,0.467,1,-6.435,1,0.0305,0.257,0,0.13,0.234,86.011,audio_features,7FKkswFflI5Txc3Y4gH0IB,spotify:track:7FKkswFflI5Txc3Y4gH0IB,https://api.spotify.com/v1/tracks/7FKkswFflI5Txc3Y4gH0IB,https://api.spotify.com/v1/audio-analysis/7FKkswFflI5Txc3Y4gH0IB,188160,4,see you later (ten years),6RQzi0RPigwT6Y75lVTtYv
"Kalle Kalle (From ""Chandigarh Kare Aashiqui"")___Priya Saraiya",0.707,0.417,1,-9.269,1,0.0438,0.73,2.07e-05,0.106,0.57,115.939,audio_features,5o6q9gQXi5umBrUczroW79,spotify:track:5o6q9gQXi5umBrUczroW79,https://api.spotify.com/v1/tracks/5o6q9gQXi5umBrUczroW79,https://api.spotify.com/v1/audio-analysis/5o6q9gQXi5umBrUczroW79,227143,4,"Kalle Kalle (From ""Chandigarh Kare Aashiqui"")",6QJUBLyhuSfrrXsdxvbHT5
Ice Cream (with Selena Gomez)___BLACKPINK,0.791,0.733,9,-3.852,1,0.35,0.0305,0.000169,0.0423,0.913,159.974,audio_features,1cdbkpZ3q1KYZDNSrOpdkb,spotify:track:1cdbkpZ3q1KYZDNSrOpdkb,https://api.spotify.com/v1/tracks/1cdbkpZ3q1KYZDNSrOpdkb,https://api.spotify.com/v1/audio-analysis/1cdbkpZ3q1KYZDNSrOpdkb,175813,4,THE ALBUM,2gNPnKP1PDkB5SZz3IMKuX
Tera Hone Laga Hoon___Atif Aslam,0.684,0.771,8,-5.353,1,0.0307,0.548,0,0.112,0.539,119.982,audio_features,0dLbrlAVPPjpPqnYfmJsWk,spotify:track:0dLbrlAVPPjpPqnYfmJsWk,https://api.spotify.com/v1/tracks/0dLbrlAVPPjpPqnYfmJsWk,https://api.spotify.com/v1/audio-analysis/0dLbrlAVPPjpPqnYfmJsWk,299827,4,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),13t8iDyl1vkhPcO3Zl29a9
Novia___Jake Daniels,0.73,0.535,3,-7.213,0,0.0253,0.342,8.34e-05,0.141,0.916,112.009,audio_features,1bn6dqeM5Sle3rYsZXPvdx,spotify:track:1bn6dqeM5Sle3rYsZXPvdx,https://api.spotify.com/v1/tracks/1bn6dqeM5Sle3rYsZXPvdx,https://api.spotify.com/v1/audio-analysis/1bn6dqeM5Sle3rYsZXPvdx,123214,4,Novia,7LjSaV9Tacv5WOqD6hAx8r
my future___Billie Eilish,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,audio_features,2ygvZOXrIeVL4xZmAWJT2C,spotify:track:2ygvZOXrIeVL4xZmAWJT2C,https://api.spotify.com/v1/tracks/2ygvZOXrIeVL4xZmAWJT2C,https://api.spotify.com/v1/audio-analysis/2ygvZOXrIeVL4xZmAWJT2C,208155,4,my future,3oxhQpF3Twbkl18oQYfnh5
Astronomia___Vicetone,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,audio_features,3hWfKBt3n7j1xqIy6LA5ve,spotify:track:3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/tracks/3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/audio-analysis/3hWfKBt3n7j1xqIy6LA5ve,198095,4,Astronomia,2GgIFRPmPzyqajQKFABMFL
Don't Start Now___Dua Lipa,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4,Don't Start Now,0ix3XtPV1LwmZADsprKxcp
It'll Be Okay___Shawn Mendes,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,audio_features,2KnLkZ3z7PO3kgVGHGqDpD,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD,https://api.spotify.com/v1/tracks/2KnLkZ3z7PO3kgVGHGqDpD,https://api.spotify.com/v1/audio-analysis/2KnLkZ3z7PO3kgVGHGqDpD,222800,4,It'll Be Okay,3sDud6BapENewYxlL8VH8r
BILLIE EILISH.___Armani White,0.9,0.509,1,-6.647,1,0.257,0.115,1.67e-06,0.0937,0.765,100.007,audio_features,27ZZdyTSQWI7Cug2d2PkqV,spotify:track:27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/tracks/27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/audio-analysis/27ZZdyTSQWI7Cug2d2PkqV,99283,4,BILLIE EILISH.,4MajX5vPeY4cX5pv6rf0sA
Sofia___Clairo,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,audio_features,7B3z0ySL9Rr0XvZEAjWZzM,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,https://api.spotify.com/v1/tracks/7B3z0ySL9Rr0XvZEAjWZzM,https://api.spotify.com/v1/audio-analysis/7B3z0ySL9Rr0XvZEAjWZzM,188387,4,Immunity,4kkVGtCqE2NiAKosri9Rnd
Don’t Blame Me___Taylor Swift,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,audio_features,1R0a2iXumgCiFb7HEZ7gUE,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE,https://api.spotify.com/v1/audio-analysis/1R0a2iXumgCiFb7HEZ7gUE,236413,4,reputation,6DEjYFkNZh67HP7R9PSZvv
Black And White___Niall Horan,0.443,0.582,2,-6.02,1,0.0482,0.0301,0,0.127,0.239,147.589,audio_features,7rpNuuoMbid56XkDsx2FjE,spotify:track:7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/tracks/7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/audio-analysis/7rpNuuoMbid56XkDsx2FjE,193090,4,Heartbreak Weather,5gdoRB1AUsGnScCuZ8gmPp
Heartless (feat. Morgan Wallen)___Diplo,0.765,0.556,11,-6.417,1,0.0512,0.275,0,0.0824,0.274,111.033,audio_features,3FU6urUVsgXa6RBuV2PdRk,spotify:track:3FU6urUVsgXa6RBuV2PdRk,https://api.spotify.com/v1/tracks/3FU6urUVsgXa6RBuV2PdRk,https://api.spotify.com/v1/audio-analysis/3FU6urUVsgXa6RBuV2PdRk,169227,4,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,2Om5VEKaBd4Afht33ToQGD
Lovers Rock___TV Girl,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,audio_features,6dBUzqjtbnIa1TwYbyw5CM,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920,4,French Exit,4Hai0uVzRbyTSaTPzxTY4e
Electricity (with Dua Lipa)___Silk City,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,audio_features,5N4erncE7kuUccm7zEmwzk,spotify:track:5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/tracks/5N4erncE7kuUccm7zEmwzk,https://api.spotify.com/v1/audio-analysis/5N4erncE7kuUccm7zEmwzk,238173,4,Electricity (with Dua Lipa),429B3se6xtZuvblNnS2iy7
Love & Loyalty (Believe)___DBN Gogo,0.816,0.726,1,-9.874,1,0.0688,0.233,0.00183,0.0669,0.596,111.99,audio_features,6KsDoI8iySmXQ6UaSPuAx4,spotify:track:6KsDoI8iySmXQ6UaSPuAx4,https://api.spotify.com/v1/tracks/6KsDoI8iySmXQ6UaSPuAx4,https://api.spotify.com/v1/audio-analysis/6KsDoI8iySmXQ6UaSPuAx4,380053,4,Black Panther: Wakanda Forever - Music From and Inspired By,06RK0wX4GqHcxBtHlVoGH5
Yeh Honsla___Salim–Sulaiman,0.637,0.574,7,-8.14,1,0.0395,0.741,4.47e-06,0.0912,0.615,125.029,audio_features,5Y9tt5BF9cjF5tfVoknQxl,spotify:track:5Y9tt5BF9cjF5tfVoknQxl,https://api.spotify.com/v1/tracks/5Y9tt5BF9cjF5tfVoknQxl,https://api.spotify.com/v1/audio-analysis/5Y9tt5BF9cjF5tfVoknQxl,287925,1,Dor (Original Motion Picture Soundtrack),7kiwHm9mwEnOjka8GrN9hS
CHICKEN TENDIES___Clinton Kane,0.57,0.689,7,-6.242,1,0.147,0.358,0,0.0819,0.568,100.087,audio_features,0awuNCj9gwJEM0seER22DW,spotify:track:0awuNCj9gwJEM0seER22DW,https://api.spotify.com/v1/tracks/0awuNCj9gwJEM0seER22DW,https://api.spotify.com/v1/audio-analysis/0awuNCj9gwJEM0seER22DW,196844,4,CHICKEN TENDIES,72gGqv8n64gwUBY10SPI3N
People___Libianca,0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,audio_features,26b3oVLrRUaaybJulow9kz,spotify:track:26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/tracks/26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/audio-analysis/26b3oVLrRUaaybJulow9kz,184791,5,People,5Hmh6N8oisrcuZKa8EY5dn
"Kesariya (From ""Brahmastra"")___Pritam",0.577,0.574,0,-6.525,1,0.0278,0.572,0,0.1,0.436,94.009,audio_features,6VBhH7CyP56BXjp8VsDFPZ,spotify:track:6VBhH7CyP56BXjp8VsDFPZ,https://api.spotify.com/v1/tracks/6VBhH7CyP56BXjp8VsDFPZ,https://api.spotify.com/v1/audio-analysis/6VBhH7CyP56BXjp8VsDFPZ,268165,4,"Kesariya (From ""Brahmastra"")",1HeX4SmCFW4EPHQDvHgrVS
Bejeweled___Taylor Swift,0.696,0.559,7,-9.19,1,0.0693,0.0618,5.58e-05,0.0887,0.433,163.999,audio_features,3qoftcUZaUOncvIYjFSPdE,spotify:track:3qoftcUZaUOncvIYjFSPdE,https://api.spotify.com/v1/tracks/3qoftcUZaUOncvIYjFSPdE,https://api.spotify.com/v1/audio-analysis/3qoftcUZaUOncvIYjFSPdE,194166,4,Midnights,151w1FgRZfnKZA9FEcg9Z3
Kill For Me___Aáyanna,0.706,0.537,0,-10.413,1,0.147,0.452,0,0.139,0.535,131.848,audio_features,2yfHDd0rPoElTIYyHo5G41,spotify:track:2yfHDd0rPoElTIYyHo5G41,https://api.spotify.com/v1/tracks/2yfHDd0rPoElTIYyHo5G41,https://api.spotify.com/v1/audio-analysis/2yfHDd0rPoElTIYyHo5G41,102752,4,Kill For Me,7pZtsED6CbIjHuYpKl1xNJ
Mariposa - Acoustic___Peach Tree Rascals,0.689,0.296,9,-11.051,1,0.0402,0.83,0,0.151,0.473,109.079,audio_features,64o1r6z5k2HmTglC2D4IKm,spotify:track:64o1r6z5k2HmTglC2D4IKm,https://api.spotify.com/v1/tracks/64o1r6z5k2HmTglC2D4IKm,https://api.spotify.com/v1/audio-analysis/64o1r6z5k2HmTglC2D4IKm,216612,4,Mariposa (Acoustic),7vvn3NdaYY08BixfhVaA5L
Shape of You___Ed Sheeran,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu
