,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Stories___Djouher,0.58,0.493,8,-7.972,0,0.0419,0.194,9.62e-06,0.107,0.0762,121.638,audio_features,2bPdZh5M3KWmUJE89Os171,spotify:track:2bPdZh5M3KWmUJE89Os171,https://api.spotify.com/v1/tracks/2bPdZh5M3KWmUJE89Os171,https://api.spotify.com/v1/audio-analysis/2bPdZh5M3KWmUJE89Os171,219475,4,Stories,3UV1fFHKRGr2LvXRgpdKnm
dumb bitchitis (with Loren Grey)___yung cxreal,0.63,0.77,11,-6.818,0,0.372,0.015,0.00083,0.495,0.283,81.469,audio_features,23RsTuhkqzWkgrKQr5waL1,spotify:track:23RsTuhkqzWkgrKQr5waL1,https://api.spotify.com/v1/tracks/23RsTuhkqzWkgrKQr5waL1,https://api.spotify.com/v1/audio-analysis/23RsTuhkqzWkgrKQr5waL1,111902,4,dumb bitchitis (with Loren Grey),0aLZajQ8teNoXMde8svXXj
Upside Down___JVKE,0.88,0.504,2,-6.76,1,0.0609,0.0532,0.0715,0.443,0.476,120.043,audio_features,0vLUcf0D21qANv4C2ES7Ay,spotify:track:0vLUcf0D21qANv4C2ES7Ay,https://api.spotify.com/v1/tracks/0vLUcf0D21qANv4C2ES7Ay,https://api.spotify.com/v1/audio-analysis/0vLUcf0D21qANv4C2ES7Ay,114500,4,Upside Down,4LYXgoQB99z3QfjOhWNAYD
"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")___Rochak Kohli",0.649,0.86,6,-4.07,0,0.0359,0.38,0.000547,0.147,0.585,96.025,audio_features,6IWZKBeAkeCzaYNE8SmedK,spotify:track:6IWZKBeAkeCzaYNE8SmedK,https://api.spotify.com/v1/tracks/6IWZKBeAkeCzaYNE8SmedK,https://api.spotify.com/v1/audio-analysis/6IWZKBeAkeCzaYNE8SmedK,284234,4,"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")",392fY67CeiPIn2cm7PE2X8
You & Me___James TW,0.714,0.686,11,-6.333,1,0.0445,0.203,7.76e-06,0.102,0.828,127.015,audio_features,1bQhZOoXYqjXs7u7rFXo0h,spotify:track:1bQhZOoXYqjXs7u7rFXo0h,https://api.spotify.com/v1/tracks/1bQhZOoXYqjXs7u7rFXo0h,https://api.spotify.com/v1/audio-analysis/1bQhZOoXYqjXs7u7rFXo0h,231653,4,Chapters,3GNzXsFbzdwM0WKCZtgeNP
Escapism.___RAYE,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,audio_features,5Z2MiIZ5I3jJvvmeWMLbOQ,spotify:track:5Z2MiIZ5I3jJvvmeWMLbOQ,https://api.spotify.com/v1/tracks/5Z2MiIZ5I3jJvvmeWMLbOQ,https://api.spotify.com/v1/audio-analysis/5Z2MiIZ5I3jJvvmeWMLbOQ,272373,4,Escapism. / The Thrill Is Gone.,3omkMn8vbTKOebb9ABbqyb
Bundles (feat. Taylor Girlz)___Kayla Nicole,0.939,0.682,11,-5.931,1,0.306,0.00152,0,0.0552,0.584,130.022,audio_features,3QqYZWQLn0evKMIRlGJeeR,spotify:track:3QqYZWQLn0evKMIRlGJeeR,https://api.spotify.com/v1/tracks/3QqYZWQLn0evKMIRlGJeeR,https://api.spotify.com/v1/audio-analysis/3QqYZWQLn0evKMIRlGJeeR,154806,4,Bundles (feat. Taylor Girlz),7r9c4LfF8fMsCiVtDWEvyJ
Kill Bill___SZA,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,audio_features,3OHfY25tqY28d16oZczHc8,spotify:track:3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8,153947,4,SOS,07w0rG5TETcyihsEIZR3qG
O Sanam___Lucky Ali,0.76,0.555,7,-10.165,1,0.0465,0.409,0.213,0.0822,0.52,98.066,audio_features,5oYRr51VatOtkFeEOursuZ,spotify:track:5oYRr51VatOtkFeEOursuZ,https://api.spotify.com/v1/tracks/5oYRr51VatOtkFeEOursuZ,https://api.spotify.com/v1/audio-analysis/5oYRr51VatOtkFeEOursuZ,223028,4,Sunoh,54mRGBCsNzGVGhVPenUnvt
Isabelle___Zach Hood,0.678,0.716,10,-4.403,1,0.0342,0.196,0,0.102,0.627,109.981,audio_features,1w9L6dvttZalWd8XqFYvSa,spotify:track:1w9L6dvttZalWd8XqFYvSa,https://api.spotify.com/v1/tracks/1w9L6dvttZalWd8XqFYvSa,https://api.spotify.com/v1/audio-analysis/1w9L6dvttZalWd8XqFYvSa,135000,4,Isabelle,1rzy7MA291nlNOf957qlLG
striptease___carwash,0.693,0.575,8,-8.887,1,0.0727,0.124,0.946,0.102,0.728,130.033,audio_features,62C8Bd6EgEOofLZ1COjF3n,spotify:track:62C8Bd6EgEOofLZ1COjF3n,https://api.spotify.com/v1/tracks/62C8Bd6EgEOofLZ1COjF3n,https://api.spotify.com/v1/audio-analysis/62C8Bd6EgEOofLZ1COjF3n,160659,4,striptease,7f00XGE0JdyekiSS14v9QR
Cruel___VOILÀ,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4,Lover,1NAmidJlEaVgA3MpcPFYGq
Anti-Hero - ILLENIUM Remix___Taylor Swift,0.6,0.722,1,-4.865,0,0.0438,0.169,0.00017,0.288,0.388,96.957,audio_features,6C0H8ts9M6deezz0yYR6LK,spotify:track:6C0H8ts9M6deezz0yYR6LK,https://api.spotify.com/v1/tracks/6C0H8ts9M6deezz0yYR6LK,https://api.spotify.com/v1/audio-analysis/6C0H8ts9M6deezz0yYR6LK,267960,4,Anti-Hero (ILLENIUM Remix),20wq0dFrgEhhulGXqnb4A6
Bloodline___Luke Hemmings,0.498,0.0635,10,-16.487,1,0.045,0.926,0,0.123,0.433,130.771,audio_features,4rHvXh4yjlPPoSnuQKAalW,spotify:track:4rHvXh4yjlPPoSnuQKAalW,https://api.spotify.com/v1/tracks/4rHvXh4yjlPPoSnuQKAalW,https://api.spotify.com/v1/audio-analysis/4rHvXh4yjlPPoSnuQKAalW,124804,4,When Facing the Things We Turn Away From,5T1HI88OceUlUExSsAM3GQ
Back to You___Flower Face,0.389,0.202,2,-15.121,1,0.0375,0.887,2.86e-06,0.128,0.187,83.019,audio_features,1VEBHl13HTNQX82pkSivoB,spotify:track:1VEBHl13HTNQX82pkSivoB,https://api.spotify.com/v1/tracks/1VEBHl13HTNQX82pkSivoB,https://api.spotify.com/v1/audio-analysis/1VEBHl13HTNQX82pkSivoB,202827,4,The Shark in Your Water,75nZGvjStgCUavXcsYsXf7
Drag Me Down___One Direction,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,audio_features,2K87XMYnUMqLcX3zvtAF4G,spotify:track:2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G,192120,4,Made In The A.M. (Deluxe Edition),1gMxiQQSg5zeu4htBosASY
You Right___Doja Cat,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,audio_features,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez,186173,4,Planet Her,1nAQbHeOWTfQzbOoFrvndW
Picket Fences___Myles Cameron,0.442,0.393,2,-10.48,0,0.199,0.715,1.26e-05,0.0622,0.261,160.433,audio_features,4I1FXhFiM3f6sYYsqfLxEc,spotify:track:4I1FXhFiM3f6sYYsqfLxEc,https://api.spotify.com/v1/tracks/4I1FXhFiM3f6sYYsqfLxEc,https://api.spotify.com/v1/audio-analysis/4I1FXhFiM3f6sYYsqfLxEc,192134,4,Lonely Suburban Blackboy - EP,3lz2w7Jdcu050Te9M7I368
Mehabooba___Ravi Basrur,0.367,0.513,6,-11.884,0,0.0577,0.867,0.165,0.197,0.278,159.891,audio_features,4hcIkSjuNMYd2bREG38xgH,spotify:track:4hcIkSjuNMYd2bREG38xgH,https://api.spotify.com/v1/tracks/4hcIkSjuNMYd2bREG38xgH,https://api.spotify.com/v1/audio-analysis/4hcIkSjuNMYd2bREG38xgH,213750,4,KGF Chapter 2 (Original Motion Picture Soundtrack),2qOmNuXm9SoGIaTb6px0j1
cinderella's dead___EMELINE,0.596,0.607,6,-6.179,0,0.168,0.33,0,0.103,0.531,119.882,audio_features,5MWXOo8DJwgODtPGaietNz,spotify:track:5MWXOo8DJwgODtPGaietNz,https://api.spotify.com/v1/tracks/5MWXOo8DJwgODtPGaietNz,https://api.spotify.com/v1/audio-analysis/5MWXOo8DJwgODtPGaietNz,120666,4,cinderella's dead,7xynMeclusR20e0CXvvSOS
Iko Iko (My Bestie)___Justin Wellington,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.827,105.039,audio_features,7MC4XR9M9amdmKQr2iDF7i,spotify:track:7MC4XR9M9amdmKQr2iDF7i,https://api.spotify.com/v1/tracks/7MC4XR9M9amdmKQr2iDF7i,https://api.spotify.com/v1/audio-analysis/7MC4XR9M9amdmKQr2iDF7i,182857,4,Iko Iko (My Bestie),0IVeq4oFSUAAXmdQqXFTrU
Shauq___Amit Trivedi,0.411,0.244,7,-11.364,1,0.0349,0.868,2.54e-05,0.128,0.248,139.935,audio_features,2I0MIQhICYnKHvaxUHYH49,spotify:track:2I0MIQhICYnKHvaxUHYH49,https://api.spotify.com/v1/tracks/2I0MIQhICYnKHvaxUHYH49,https://api.spotify.com/v1/audio-analysis/2I0MIQhICYnKHvaxUHYH49,256285,4,Qala (Music From The Netflix Film),3yVX4sKtPoqFjBKOVyJenW
O Rangrez___Shankar-Ehsaan-Loy,0.726,0.53,5,-8.485,1,0.0531,0.498,0,0.14,0.594,126.06,audio_features,5JCDVLwteSXuwVqjCa7SwH,spotify:track:5JCDVLwteSXuwVqjCa7SwH,https://api.spotify.com/v1/tracks/5JCDVLwteSXuwVqjCa7SwH,https://api.spotify.com/v1/audio-analysis/5JCDVLwteSXuwVqjCa7SwH,385000,4,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),3m5FIubiCHr9mH3BU7ngY4
Bad Things (with Camila Cabello)___Machine Gun Kelly,0.697,0.691,2,-4.757,1,0.146,0.214,0,0.185,0.305,137.853,audio_features,1PSBzsahR2AKwLJgx8ehBj,spotify:track:1PSBzsahR2AKwLJgx8ehBj,https://api.spotify.com/v1/tracks/1PSBzsahR2AKwLJgx8ehBj,https://api.spotify.com/v1/audio-analysis/1PSBzsahR2AKwLJgx8ehBj,239293,4,bloom,3yWRq9Dd2UO5xyqxTjLDmp
Flower Tattoo___Mind Bath,0.638,0.995,1,-6.42,0,0.0864,0.00467,1.22e-06,0.325,0.123,101.446,audio_features,2sMyv3IJ8HAcyOdoAX0w6N,spotify:track:2sMyv3IJ8HAcyOdoAX0w6N,https://api.spotify.com/v1/tracks/2sMyv3IJ8HAcyOdoAX0w6N,https://api.spotify.com/v1/audio-analysis/2sMyv3IJ8HAcyOdoAX0w6N,80467,4,punkrockacademyfightsong,3zuIUo3e8cfxEM7TgB7nhK
all the good girls go to hell___Billie Eilish,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,audio_features,6IRdLKIyS4p7XNiP8r6rsx,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,168840,4,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh
Jiggle Jiggle___Duke & Jones,0.864,0.412,1,-5.886,1,0.273,0.458,0.00087,0.124,0.654,99.992,audio_features,1I4lCSP69P74nU3a6Su5L2,spotify:track:1I4lCSP69P74nU3a6Su5L2,https://api.spotify.com/v1/tracks/1I4lCSP69P74nU3a6Su5L2,https://api.spotify.com/v1/audio-analysis/1I4lCSP69P74nU3a6Su5L2,97209,4,Jiggle Jiggle,3WcZOQwZQ5gLyNrA0aXUeT
Lay By Me___Ruben,0.461,0.195,10,-7.301,1,0.0352,0.873,0,0.11,0.381,110.193,audio_features,5xQ1yxKzTuPcSNO9FP0lNS,spotify:track:5xQ1yxKzTuPcSNO9FP0lNS,https://api.spotify.com/v1/tracks/5xQ1yxKzTuPcSNO9FP0lNS,https://api.spotify.com/v1/audio-analysis/5xQ1yxKzTuPcSNO9FP0lNS,170831,4,Melancholic,6s7HjPR5SQ29OYKLIGq63J
Meet Me At Our Spot___THE ANXIETY,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,audio_features,07MDkzWARZaLEdKxo6yArG,spotify:track:07MDkzWARZaLEdKxo6yArG,https://api.spotify.com/v1/tracks/07MDkzWARZaLEdKxo6yArG,https://api.spotify.com/v1/audio-analysis/07MDkzWARZaLEdKxo6yArG,162680,4,THE ANXIETY,2kZyqn4Cmr78D74K9TcO4K
Ruthless (Nice Guys Always Finish Last)___MarMar Oso,0.724,0.269,5,-15.465,1,0.0456,0.388,0,0.0808,0.866,86.042,audio_features,6HeCk6yewXH7WO4D93eub9,spotify:track:6HeCk6yewXH7WO4D93eub9,https://api.spotify.com/v1/tracks/6HeCk6yewXH7WO4D93eub9,https://api.spotify.com/v1/audio-analysis/6HeCk6yewXH7WO4D93eub9,233023,4,Oso Different,0Ga2a9eC2PvMNr8LRceotI
Party Girl___StaySolidRocky,0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,audio_features,5RqR4ZCCKJDcBLIn4sih9l,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/tracks/5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/audio-analysis/5RqR4ZCCKJDcBLIn4sih9l,147800,4,Party Girl,4NPX54YtocHqTOq6yXDEFM
Mad at Disney___salem ilese,0.738,0.621,0,-7.313,1,0.0486,0.424,7.39e-06,0.692,0.715,113.968,audio_features,7aGyRfJWtLqgJaZoG9lJhE,spotify:track:7aGyRfJWtLqgJaZoG9lJhE,https://api.spotify.com/v1/tracks/7aGyRfJWtLqgJaZoG9lJhE,https://api.spotify.com/v1/audio-analysis/7aGyRfJWtLqgJaZoG9lJhE,136839,4,Mad at Disney,1xWYSg7J7pxTZ113CJVy1P
Prom Queen___Molly Kate Kestner,0.601,0.706,6,-4.537,0,0.0458,0.0495,0,0.0982,0.249,91.996,audio_features,2WEAKylXBPr9PJNANBSTDG,spotify:track:2WEAKylXBPr9PJNANBSTDG,https://api.spotify.com/v1/tracks/2WEAKylXBPr9PJNANBSTDG,https://api.spotify.com/v1/audio-analysis/2WEAKylXBPr9PJNANBSTDG,226143,4,Prom Queen,6sEMWS70V7jsFnEP76XDmc
Little Things___Charlie Brennan,0.601,0.485,4,-9.722,0,0.18,0.714,0,0.354,0.427,163.964,audio_features,1xdnRM4X4xi2gmH0C5rgZK,spotify:track:1xdnRM4X4xi2gmH0C5rgZK,https://api.spotify.com/v1/tracks/1xdnRM4X4xi2gmH0C5rgZK,https://api.spotify.com/v1/audio-analysis/1xdnRM4X4xi2gmH0C5rgZK,146837,4,Little Things,6jkvJt8ethKXxvEHUPbuJy
Groupie___Cate,0.643,0.698,4,-5.488,1,0.0571,0.197,0,0.112,0.353,130.916,audio_features,1ORwrvXGsLGVqabn0minCr,spotify:track:1ORwrvXGsLGVqabn0minCr,https://api.spotify.com/v1/tracks/1ORwrvXGsLGVqabn0minCr,https://api.spotify.com/v1/audio-analysis/1ORwrvXGsLGVqabn0minCr,188702,4,Groupie,6iylZzYLNtnmYDLXkKWSUQ
Mirrors___Justin Timberlake,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,audio_features,4rHZZAmHpZrA3iH5zx8frV,spotify:track:4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/tracks/4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/audio-analysis/4rHZZAmHpZrA3iH5zx8frV,484147,4,The 20/20 Experience (Deluxe Version),0O82niJ0NpcptYRxogeEZu
Steal My Girl___One Direction,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,audio_features,2Bs4jQEGMycglOfWPBqrVG,spotify:track:2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/tracks/2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/audio-analysis/2Bs4jQEGMycglOfWPBqrVG,228133,4,FOUR (Deluxe),4gCNyS7pidfK3rKWhB3JOY
Ugly Love Audiobook 🎧 By Colleen Hoover___➜ 🟡 Colleen Hoover Audiobooks 🎧 by The Book Guide®,0.632,0.185,2,-14.506,1,0.941,0.849,0,0.128,0.224,167.124,audio_features,2ds4MtHdACK58vSjecKykg,spotify:track:2ds4MtHdACK58vSjecKykg,https://api.spotify.com/v1/tracks/2ds4MtHdACK58vSjecKykg,https://api.spotify.com/v1/audio-analysis/2ds4MtHdACK58vSjecKykg,2666584,5,É Assim Que Acaba,2EYOUodxM8anCaM3qskHMT
Like I Can___Sam Smith,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,audio_features,2TeLIzFBe3hxkPR5FIQZut,spotify:track:2TeLIzFBe3hxkPR5FIQZut,https://api.spotify.com/v1/tracks/2TeLIzFBe3hxkPR5FIQZut,https://api.spotify.com/v1/audio-analysis/2TeLIzFBe3hxkPR5FIQZut,167066,4,In The Lonely Hour,08jWgM4vSkTose4blKBWov
Beautiful People (feat. Khalid)___Ed Sheeran,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,spotify:track:4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,197867,4,Beautiful People (feat. Khalid),3E12WU80fDMyu7GyIAx7wJ
Buttercup___Jack Stauber,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,audio_features,2mlGPkAx4kwF8Df0GlScsC,spotify:track:2mlGPkAx4kwF8Df0GlScsC,https://api.spotify.com/v1/tracks/2mlGPkAx4kwF8Df0GlScsC,https://api.spotify.com/v1/audio-analysis/2mlGPkAx4kwF8Df0GlScsC,208026,4,Pop Food,1RHa1VdX6lsLbeedgsV1cb
I'll Always Remember You___Hannah Montana,0.418,0.721,8,-2.736,1,0.0383,0.0486,0,0.0984,0.233,144.063,audio_features,60c0p6GGnuwdKcQnmuM2zC,spotify:track:60c0p6GGnuwdKcQnmuM2zC,https://api.spotify.com/v1/tracks/60c0p6GGnuwdKcQnmuM2zC,https://api.spotify.com/v1/audio-analysis/60c0p6GGnuwdKcQnmuM2zC,233333,4,Hannah Montana Forever,6FUFS9PRGUTyVrsltg1xji
Alag Aasmaan___Anuv Jain,0.699,0.299,6,-12.599,1,0.0403,0.869,0,0.0724,0.459,118.969,audio_features,74kCarkFBzXYXNkkYJIsG0,spotify:track:74kCarkFBzXYXNkkYJIsG0,https://api.spotify.com/v1/tracks/74kCarkFBzXYXNkkYJIsG0,https://api.spotify.com/v1/audio-analysis/74kCarkFBzXYXNkkYJIsG0,212773,4,Alag Aasmaan,2WSMj9vMUGTwAMq0fo1vXi
Astronaut In The Ocean___Masked Wolf,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,audio_features,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4,Astronaut In The Ocean,7vus4Q8r5DS2Dl1JClxEsA
Gul___Anuv Jain,0.6,0.294,6,-12.301,1,0.0292,0.871,8.66e-05,0.102,0.342,86.97,audio_features,0NLkVxf0PyxsXBG3EuZcJf,spotify:track:0NLkVxf0PyxsXBG3EuZcJf,https://api.spotify.com/v1/tracks/0NLkVxf0PyxsXBG3EuZcJf,https://api.spotify.com/v1/audio-analysis/0NLkVxf0PyxsXBG3EuZcJf,217241,4,Gul,0aD1s9SFgIIZG95AzVhLC7
Locked Away (feat. Adam Levine)___R. City,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,audio_features,7x5xYW5W42OGPAdHUyyguy,spotify:track:7x5xYW5W42OGPAdHUyyguy,https://api.spotify.com/v1/tracks/7x5xYW5W42OGPAdHUyyguy,https://api.spotify.com/v1/audio-analysis/7x5xYW5W42OGPAdHUyyguy,227480,5,What Dreams Are Made Of,4AUTMNSP56xicSznzKgzjB
Glimpse of Us___Joji,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3,Glimpse of Us,6ZZvx0aefZV3LKa053fn71
"Shayad (From ""Love Aaj Kal"")___Pritam",0.487,0.456,8,-7.144,1,0.0319,0.789,1.79e-06,0.141,0.348,136.088,audio_features,018eOid2aGaPdxon7T6GsC,spotify:track:018eOid2aGaPdxon7T6GsC,https://api.spotify.com/v1/tracks/018eOid2aGaPdxon7T6GsC,https://api.spotify.com/v1/audio-analysis/018eOid2aGaPdxon7T6GsC,247941,4,"Shayad (From ""Love Aaj Kal"")",3Q6oDVihOpQVi2FC0Mfjlm
Chand Sifarish___Jatin-Lalit,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,audio_features,5EYZZvmNAH5VZCwuzYJqoA,spotify:track:5EYZZvmNAH5VZCwuzYJqoA,https://api.spotify.com/v1/tracks/5EYZZvmNAH5VZCwuzYJqoA,https://api.spotify.com/v1/audio-analysis/5EYZZvmNAH5VZCwuzYJqoA,275931,4,Fanaa,2L3NV5Fxjrj6mi59Gs5tUx
Daughter of the Sun___vbnd,0.922,0.12,10,-13.978,0,0.112,0.466,0.792,0.0986,0.453,116.091,audio_features,69CGLTPXh5TNa1PsFJLRId,spotify:track:69CGLTPXh5TNa1PsFJLRId,https://api.spotify.com/v1/tracks/69CGLTPXh5TNa1PsFJLRId,https://api.spotify.com/v1/audio-analysis/69CGLTPXh5TNa1PsFJLRId,212096,4,Daughter of the Sun,3rQaTiH5vbjKcI0KoL1olN
Make Me Stay___Sonder,0.739,0.371,4,-8.152,0,0.0511,0.358,4.27e-05,0.139,0.207,122.033,audio_features,3REQkt60mafExNVnJehMdL,spotify:track:3REQkt60mafExNVnJehMdL,https://api.spotify.com/v1/tracks/3REQkt60mafExNVnJehMdL,https://api.spotify.com/v1/audio-analysis/3REQkt60mafExNVnJehMdL,172131,4,Too Late To Die Young,4MB6xXwCYtFbBW4ReqUWJn
pov___Ariana Grande,0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,audio_features,3UoULw70kMsiVXxW0L3A33,spotify:track:3UoULw70kMsiVXxW0L3A33,https://api.spotify.com/v1/tracks/3UoULw70kMsiVXxW0L3A33,https://api.spotify.com/v1/audio-analysis/3UoULw70kMsiVXxW0L3A33,201882,4,Positions,3euz4vS7ezKGnNSwgyvKcd
needy___Ariana Grande,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,audio_features,1TEL6MlSSVLSdhOSddidlJ,spotify:track:1TEL6MlSSVLSdhOSddidlJ,https://api.spotify.com/v1/tracks/1TEL6MlSSVLSdhOSddidlJ,https://api.spotify.com/v1/audio-analysis/1TEL6MlSSVLSdhOSddidlJ,171573,4,"thank u, next",2fYhqwDWXjbpjaIJPEfKFw
Little Things___One Direction,0.709,0.22,7,-11.856,1,0.0327,0.811,0,0.175,0.53,110.076,audio_features,0TAmnCzOtqRfvA38DDLTjj,spotify:track:0TAmnCzOtqRfvA38DDLTjj,https://api.spotify.com/v1/tracks/0TAmnCzOtqRfvA38DDLTjj,https://api.spotify.com/v1/audio-analysis/0TAmnCzOtqRfvA38DDLTjj,219040,4,Take Me Home (Expanded Edition),2sWX3HYnZjPZ9MrH6MFsBt
I'll Be There___Jess Glynne,0.627,0.858,7,-3.116,1,0.0394,0.0288,0,0.199,0.399,100.074,audio_features,4r1CoAATVuxag55Ct3Y1aX,spotify:track:4r1CoAATVuxag55Ct3Y1aX,https://api.spotify.com/v1/tracks/4r1CoAATVuxag55Ct3Y1aX,https://api.spotify.com/v1/audio-analysis/4r1CoAATVuxag55Ct3Y1aX,194387,4,Always in Between (Deluxe),7GCY1J01hcEpdgeY0vtSsN
Kissing Strangers___DNCE,0.772,0.744,7,-5.803,1,0.0398,0.0547,0,0.0852,0.86,120.067,audio_features,1NkwZ9TnIs8js6G0M6M7RU,spotify:track:1NkwZ9TnIs8js6G0M6M7RU,https://api.spotify.com/v1/tracks/1NkwZ9TnIs8js6G0M6M7RU,https://api.spotify.com/v1/audio-analysis/1NkwZ9TnIs8js6G0M6M7RU,202480,4,Kissing Strangers,7FkWQV6ym8OMXBebTRI30R
Venting to Strangers___EMELINE,,,,,,,,,,,,,,,,,,,,
lift me from the ground___San Holo,0.572,0.69,11,-4.939,0,0.0396,0.513,4.83e-05,0.148,0.347,155.134,audio_features,7kZVirTc3V6d4YWtu6RaAu,spotify:track:7kZVirTc3V6d4YWtu6RaAu,https://api.spotify.com/v1/tracks/7kZVirTc3V6d4YWtu6RaAu,https://api.spotify.com/v1/audio-analysis/7kZVirTc3V6d4YWtu6RaAu,260903,4,album1,4ng50Mr3rntmZPj89Xshm9
There’s No Insurance For a Broken Heart___Ryan Woods,0.67,0.468,9,-9.428,1,0.0618,0.744,0,0.15,0.293,127.951,audio_features,1rUsBnPQKJsUh8ra8IyMKG,spotify:track:1rUsBnPQKJsUh8ra8IyMKG,https://api.spotify.com/v1/tracks/1rUsBnPQKJsUh8ra8IyMKG,https://api.spotify.com/v1/audio-analysis/1rUsBnPQKJsUh8ra8IyMKG,203526,3,King of the Basement,6lxrzoYSxl7Nk7pAQkUe7i
Pasoori___Shae Gill,0.714,0.596,11,-6.206,0,0.043,0.0657,0,0.0625,0.669,91.991,audio_features,7lvDsmTRXFE3dK4OjvRiWB,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/tracks/7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/audio-analysis/7lvDsmTRXFE3dK4OjvRiWB,224147,4,Pasoori,7wgrW5XyZdtk0K8PkW5A7h
